date,year,industry,unemployed,share
2009-10-01,2009,Other,541,0.040097835755
2009-10-01,2009,Transportation and Utilities,480,0.035576638008
2009-10-01,2009,Information,261,0.019344796917
2009-10-01,2009,Agriculture,166,0.012303587311
2009-10-01,2009,Mining and Extraction,84,0.006225911651
2009-11-01,2009,Wholesale and Retail Trade,1879,0.142251495193
2009-11-01,2009,Manufacturing,1882,0.142478613067
2009-11-01,2009,Leisure and hospitality,1524,0.115375880082
2009-11-01,2009,Business services,1514,0.114618820501
2009-11-01,2009,Construction,1780,0.134756605345
2009-11-01,2009,Education and Health,1168,0.088424559013
2009-11-01,2009,Government,748,0.056628056628
2009-11-01,2009,Finance,619,0.046861988038
2009-11-01,2009,Self-employed,592,0.044817927171
2009-11-01,2009,Other,491,0.037171625407
2009-11-01,2009,Transportation and Utilities,493,0.037323037323
2009-11-01,2009,Information,243,0.018396547808
2009-11-01,2009,Agriculture,180,0.013627072451
2009-11-01,2009,Mining and Extraction,96,0.007267771974
2009-12-01,2009,Wholesale and Retail Trade,1851,0.135158817087
2009-12-01,2009,Manufacturing,1747,0.127564804673
2009-12-01,2009,Leisure and hospitality,1624,0.118583424608
2009-12-01,2009,Business services,1486,0.108506754290
2009-12-01,2009,Construction,2044,0.149251551661
2009-12-01,2009,Education and Health,1183,0.086381891201
2009-12-01,2009,Government,797,0.058196422052
2009-12-01,2009,Finance,665,0.048557867835
2009-12-01,2009,Self-employed,609,0.044468784228
2009-12-01,2009,Other,513,0.037458926616
2009-12-01,2009,Transportation and Utilities,539,0.039357429719
2009-12-01,2009,Information,256,0.018692953633
2009-12-01,2009,Agriculture,292,0.021321650237
2009-12-01,2009,Mining and Extraction,89,0.006498722161
2010-01-01,2010,Wholesale and Retail Trade,2154,0.142413223140
2010-01-01,2010,Manufacturing,1918,0.126809917355
2010-01-01,2010,Leisure and hospitality,1804,0.119272727273
2010-01-01,2010,Business services,1614,0.106710743802
2010-01-01,2010,Construction,2194,0.145057851240
2010-01-01,2010,Education and Health,1175,0.077685950413
2010-01-01,2010,Government,948,0.062677685950
2010-01-01,2010,Finance,623,0.041190082645
2010-01-01,2010,Self-employed,730,0.048264462810
2010-01-01,2010,Other,609,0.040264462810
2010-01-01,2010,Transportation and Utilities,657,0.043438016529
2010-01-01,2010,Information,313,0.020694214876
2010-01-01,2010,Agriculture,318,0.021024793388
2010-01-01,2010,Mining and Extraction,68,0.004495867769
2010-02-01,2010,Wholesale and Retail Trade,2071,0.138177208433
2010-02-01,2010,Manufacturing,1814,0.121030157459
2010-02-01,2010,Leisure and hospitality,1597,0.106551908193
2010-02-01,2010,Business services,1740,0.116092874299
2010-02-01,2010,Construction,2440,0.162796904190
2010-02-01,2010,Education and Health,1200,0.080064051241
2010-02-01,2010,Government,880,0.058713637577
2010-02-01,2010,Finance,708,0.047237790232
2010-02-01,2010,Self-employed,680,0.045369629037
2010-02-01,2010,Other,603,0.040232185749
2010-02-01,2010,Transportation and Utilities,591,0.039431545236
2010-02-01,2010,Information,300,0.020016012810
2010-02-01,2010,Agriculture,285,0.019015212170
2010-02-01,2010,Mining and Extraction,79,0.005270883373
